Domain,Name,Title,Date,UserName,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Talk about other apps,E.g.,Remarks,isEdited,Rating,keyword,selected,Word count,Extracted words
Mental Health,betterhelp-online-counseling,"Easy to navigate, lifesaver",7/27/2022 22:10,Manglor1111,this app and the counselor that better help hooked me up with helped me through some of the toughest of my life.,,,,,,,,FALSE,5,,,8,"app,counselor,better,help,hooked,helped,toughest,life"
Mental Health,betterhelp-online-counseling,Amazing App and Great Help,11/4/2021 17:46,ahutchins16,this app is amazing. being able to connect with a quality therapist once a week has been amazing. the voice calls have been great quality and my therapist has been a huge help.,"able to connect, quality therapist, voice calls, great quality, huge help",,effective,,,,,FALSE,5,,,15,"app,amazing,able,connect,quality,therapist,week,amazing,voice,calls,great,quality,therapist,huge,help"
Mental Health,meditation-studio,Used to use this app all the time...,12/6/2021 17:21,Luv It 2468,"i really loved this app for a long time. it helped me a lot throughout college, but it's not free anymore. i use this app significantly less now, as more and more of the meditations that i relied on are going behind the subscription pay wall. i'm finally writing this review now, because i'm actually going to officially give up on the app. i can't afford to get the subscription to this or any app, and i'm sure a lot of people are in the same boat. i guess this is turning more into a rant about accessibility of mental health apps. this truly is a great app, but the subscription ruins it.","not free anymore, use significantly less, meditations relied, subscription pay wall, officially give up, not afford, subscription ruins",,affordable,,,,,FALSE,2,,,52,"really,loved,app,long,time,helped,lot,throughout,college,free,anymore,use,app,significantly,less,meditations,relied,going,behind,subscription,pay,wall,finally,writing,review,actually,going,officially,give,app,ca,not,afford,get,subscription,app,sure,lot,people,boat,guess,turning,rant,accessibility,mental,health,apps,truly,great,app,subscription,ruins"
Mental Health,insight-timer-meditation-app,Spam,5/6/2021 23:45,Dilkin,don't need all the email notifications,,,,,,,,FALSE,1,,,4,"not,need,email,notifications"
Mental Health,slumber-fall-asleep-insomnia,Greatest of them all but a little frustrating,8/25/2021 2:17,losperos@ tooimperfect *@ ##,"it's the best ever!!! but the kids are super short 
it just doesn't work like that!!! i always fall asleep after 12o'clock 
my bed time is 9:15! it just don't work that way!! 

the only other prob is that it delivers the new story but shows that a different story is the ""tonight on slumber "" it's very confusing!!! 

it's really a 4 3/4 star rating and a suggestion is that you make a tab for big kids cus i m 11 and most kids are to young for me ",,,,,,,,FALSE,4,,,44,"best,ever,kids,super,short,not,work,like,always,fall,asleep,12o,bed,time,9:15,not,work,way,prob,delivers,new,story,shows,different,story,``,tonight,slumber,``,confusing,really,4,3/4,star,rating,suggestion,make,tab,big,kids,cus,11,kids,young"
Mental Health,betterhelp-online-counseling,Great but pricey,6/28/2021 16:47,vicky12233344,i'm 18 years old and even after financial help is was 270 a month. which for a part time student is very much. i only bought one month but i wish it would be cheaper.,,"even after, financial help, bought, one month, wish, cheaper",,affordable,,,,FALSE,4,,,18,"18,years,old,even,financial,help,270,month,part,time,student,much,bought,one,month,wish,would,cheaper"
Mental Health,ibreathe-relax-and-breathe,Best Breathing App,1/12/2021 21:53,Bmc1632,i've tried many breathing apps and this is by far the best! definitely worth downloading.,,,,,,,,FALSE,5,,,9,"tried,many,breathing,apps,far,best,definitely,worth,downloading"
Mental Health,woebot-your-self-care-expert,Update to review,7/15/2021 18:56,Ben Jammmin77,"i initially rated woebot 1 star. at the time, it was so glitchy that it was difficult to use. i deleted it from my ipad and re-downloaded it on my phone. the problem is fixed. guess it was just my device that was the problem. thanks to the team of developers for the gracious response to my harsh review.
as for the content itself, it can be repetitive, and sometimes doesn't tell me what i want to hear, but it does teach me things about myself and my emotions that i didn't realize before.

while woebot, can't solve all my problems, it usually helps me feel better and reassess a situation with a clearer mind.",,"glitchy, difficult to use, deleted, re-downloaded, problem fixed, device problem, thanks, developer team, gracious response, harsh  review, content, repetitive, not tell what to hear, teach things, helps, feel better, reassess",,"effective, customer service",,,,FALSE,4,,,50,"initially,rated,woebot,1,star,time,glitchy,difficult,use,deleted,ipad,re-downloaded,phone,problem,fixed,guess,device,problem,thanks,team,developers,gracious,response,harsh,review,content,repetitive,sometimes,not,tell,want,hear,teach,things,emotions,not,realize,woebot,ca,not,solve,problems,usually,helps,feel,better,reassess,situation,clearer,mind"
Mental Health,headspace-meditation-sleep,Absolutely Amazing,5/18/2021 18:45,FarrellArizona,"i've recently been having a lot of trouble sleeping and i've tried many things. this app is absolutely incredible, i've tried it for a week and i've been sleeping amazing and had no problems at all. if you have had trouble sleeping or just need to relieve stress from your day, use this app. thank you for making this app, it's helped me out so much in such a short amount of time","tried, week, been sleeping, amazing, no problems, helped me out",,effective,,,1,,FALSE,5,,,31,"recently,lot,trouble,sleeping,tried,many,things,app,absolutely,incredible,tried,week,sleeping,amazing,problems,trouble,sleeping,need,relieve,stress,day,use,app,thank,making,app,helped,much,short,amount,time"
Mental Health,betterhelp-online-counseling,THIS HELPED ME,7/21/2022 0:46,AAAAAAHHHHH!!??!!?,"and i'm even very difficult to help well (accidentally, if it's any consolationfor anybody else currently making an effort to help me in some fashion). thank you! touchdown! pugs!",,,,,,,,FALSE,5,,,16,"even,difficult,help,well,accidentally,consolationfor,anybody,else,currently,making,effort,help,fashion,thank,touchdown,pugs"
Mental Health,insight-timer-meditation-app,Daily Insight,1/13/2022 13:46,Jayhawk4fr,i've used this app faithfully for many years. the last update eliminated the daily insight. we would always end our yoga session with the daily. now i have to search and search for a 5-minute meditation. please bring back the daily insight.,,"used faithfully, last update, eliminated, daily insight, search and search, please, bring back",,usable,,,,FALSE,3,,,25,"used,app,faithfully,many,years,last,update,eliminated,daily,insight,would,always,end,yoga,session,daily,search,search,5-minute,meditation,please,bring,back,daily,insight"
Mental Health,nocd-effective-care-for-ocd,Connected me with a great therapist,3/11/2021 11:40,lds ÃÂÃÂÃÂÃÂ°ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ,"i've made a lot of progress. my suggestions are:
add a calendar built in with appointments. nocd has a very unique pyramid type process with the therapist so it can be hard to keep track of as opposed to an every monday type thing
add a built in notes/mood/trigger tracker
add a feature to tag explicit posts. i don't want to see them so i just don't use the feed. i know definitions of what actually is explicit vary widely but people are already going explicit 18+ click on post to read
.
.
.
so i know people are okay with it. it's not censoring and it's not deterring people from being able to use that feature.",,,,,,,,FALSE,5,,,60,"made,lot,progress,suggestions,add,calendar,built,appointments,nocd,unique,pyramid,type,process,therapist,hard,keep,track,opposed,every,monday,type,thing,add,built,notes/mood/trigger,tracker,add,feature,tag,explicit,posts,not,want,see,not,use,feed,know,definitions,actually,explicit,vary,widely,people,already,going,explicit,18+,click,post,read,know,people,okay,censoring,deterring,people,able,use,feature"
Mental Health,betterhelp-online-counseling,Awesome,11/2/2021 17:38,strawberrinkbabe,"great way to get the help you need, from the comfort of your home or if you are traveling for work you can still meet with the same therapist remotely! ","great way, help you need, comfort of home, traveling for work, meet same therapist, remotely",,usable,,,,,FALSE,5,,,13,"great,way,get,help,need,comfort,home,traveling,work,still,meet,therapist,remotely"
Mental Health,ten-percent-happier-meditation,The best meditation app and coaches too!,10/21/2021 8:50,Maka2,"this app has supported and deepened my meditation practice for the past three years. i started meditating about four years ago by attending a 100 hours training (over the course of a year) led by two teachers. the courses in this app give me access to some great meditation teachers. the use of video talks and then meditation incorporating the talks helps make the information stick. the courses are my favorite part. i have done all of them and continue to rewatch them on a regular basis. i used the coaches feature where you can ask your questions to a coach. i asked about equanimity in dealing with some of the social injustices and family struggles i care about but often feel helpless to change. my coach (liz) thoughtfully responded to my question and we had back and forth dialogue concerning my struggles. she gave me several suggestion including a nice list of books to explore what other experts have done. i've read three of those books over the past six months and they have helped me gain this active hope for what i can do to take care of our world, everyone, including myself. just lovely. i've been a paid subscriber for three years and just renewed my annual subscription in april 2020. this app continues to be a daily-ish tool to my meditation practice and i'm so glad to liz, dan and the whole 10% happier team who continue to develop and support this app. i'm grateful for all the people who subscribe to it as well because you are helping me keep this part of my practice alive. wishing you all safety, happiness, health, and peace in this wonderful life, with all its twists and turns. much love!","supported, deepened, access to great meditation teachers, coach, thoughtfully, responded, back and forth dialogue, concerning struggles, ",,"professional counseling, effective",,,,,TRUE,5,,,147,"app,supported,deepened,meditation,practice,past,three,years,started,meditating,four,years,ago,attending,100,hours,training,course,year,led,two,teachers,courses,app,give,access,great,meditation,teachers,use,video,talks,meditation,incorporating,talks,helps,make,information,stick,courses,favorite,part,done,continue,rewatch,regular,basis,used,coaches,feature,ask,questions,coach,asked,equanimity,dealing,social,injustices,family,struggles,care,often,feel,helpless,change,coach,liz,thoughtfully,responded,question,back,forth,dialogue,concerning,struggles,gave,several,suggestion,including,nice,list,books,explore,experts,done,read,three,books,past,six,months,helped,gain,active,hope,take,care,world,everyone,including,lovely,paid,subscriber,three,years,renewed,annual,subscription,april,2020.,app,continues,daily-ish,tool,meditation,practice,glad,liz,dan,whole,10,happier,team,continue,develop,support,app,grateful,people,subscribe,well,helping,keep,part,practice,alive,wishing,safety,happiness,health,peace,wonderful,life,twists,turns,much,love"
Mental Health,mindfulness,Awesome!,5/2/2021 18:06,NjoyPerfectBliss,simple easy to use and sync.,"simple, easy to use, sync",,usable,,,,,FALSE,5,,,4,"simple,easy,use,sync"
Mental Health,insight-timer-meditation-app,Awesome App,4/30/2022 11:29,needsmeds,"i have been using this for ten nights straight and i fall asleep each night before the end!
i play it for 20-45 minutes.
thank you for this helpful aid!","using, ten nights, straight, fallling asleep, helpful aid",,effective,,,,,FALSE,5,,,14,"using,ten,nights,straight,fall,asleep,night,end,play,20-45,minutes,thank,helpful,aid"
Mental Health,calm-sleep-meditation,Breathe is better,4/2/2021 13:06,Dissappointed_891,breathe is a better app. the stories in calm oftentimes lack background music. it seems like calm tries to employ celebrities to gain users when it should really just focus on delivering good content. i find the calm app inferior to others.,"stories, lack, background music, tries, employ, celebrities, gain users, should really, focus, deliverying, good content, find, app, inferior",,effective,,breathe,,,FALSE,5,,,27,"breathe,better,app,stories,calm,oftentimes,lack,background,music,seems,like,calm,tries,employ,celebrities,gain,users,really,focus,delivering,good,content,find,calm,app,inferior,others"
Mental Health,betterhelp-online-counseling,Very useful,11/15/2021 21:18,mira505,helping me fight for my life,,,,,,,,FALSE,5,,,3,"helping,fight,life"
Mental Health,rootd-panic-attack-relief,Very helpful,7/9/2022 7:09,b:$@9422,it really seems to help,,,,,,,,FALSE,5,,,3,"really,seems,help"
Mental Health,betterhelp-online-counseling,the best,6/9/2022 0:04,i cant stand old apps,this app is legit thanks to the breakfast club. this is the first time i have tried therapy and i can say for sure the psychiatrists on here can do their job perfectly,"legit, tried, therapy, say for sure, psychiatrists, do job, perfectly",,,,,,,FALSE,5,,,14,"app,legit,thanks,breakfast,club,first,time,tried,therapy,say,sure,psychiatrists,job,perfectly"
Mental Health,shine-calm-anxiety-stress,Not free,3/5/2022 14:18,punky2910,"i'm not paying to have some encouraging words. i haven't found a counselor or therapist that works for me, but i'm thankful my insurance covered me seeing them and trying to get myself help, but i'm still trying to get myself help and this app looked like it was worth a shot, until i opened it and saw i had to pay out of pocket, with only a short free trial. finding help takes longer than a day, and a week, for me at least. if the creators truly wanted to help others, it would all actually be free, or, if they were professionals, there would be a way to have insurance help cover any cost, as there is no way i could actually afford it, i'm a stay at home mother of 3. u really wanna help someone then help them without holding ur hand out expecting something, in this case money, in return. i hope one day someone will provide free help for those who desperately need it and can't afford to pay",,"not paying, encouraging words, not found, counselor, therapist, works for me, insurance, covered, app, looked like, worth a shot, pay out of pocket, short free trial, finding help, takes longer, ",,"effective, affordable",,,,FALSE,1,,,90,"paying,encouraging,words,not,found,counselor,therapist,works,thankful,insurance,covered,seeing,trying,get,help,still,trying,get,help,app,looked,like,worth,shot,opened,saw,pay,pocket,short,free,trial,finding,help,takes,longer,day,week,least,creators,truly,wanted,help,others,would,actually,free,professionals,would,way,insurance,help,cover,cost,way,could,actually,afford,stay,home,mother,3.,u,really,wan,na,help,someone,help,without,holding,ur,hand,expecting,something,case,money,return,hope,one,day,someone,provide,free,help,desperately,need,ca,not,afford,pay"
Mental Health,nocd-effective-care-for-ocd,The app and therapy that they provide has been better than any resource for my OCD.,4/28/2022 18:17,loudspeaker234,"the app design is helpful as well as the support staff and the therapist. if you are on the fence about this for your ocd, please give it a try","app design, helpful, support staff, therapist, ",,effective,,,,,FALSE,5,,,12,"app,design,helpful,well,support,staff,therapist,fence,ocd,please,give,try"
Mental Health,headspace-meditation-sleep,Even Meditation is Racialized Now,12/3/2021 18:49,Hu Shih,"if you want yet another space filled with an identity-based egocentric focus on immutable characteristics, they've got whole new sections just for you! to really experience the oneness of the tao, you want to split people into as many subgroups as possible and really drive home those differences. in all seriousness download the waking up app by sam harris and  don't let this cancer spread to your mindfulness practice.",,"space filled, identity based egocentric focus, immutable characteristics, sections, not let cancer spread, ",,,waking up,,,FALSE,1,,,40,"want,yet,another,space,filled,identity-based,egocentric,focus,immutable,characteristics,got,whole,new,sections,really,experience,oneness,tao,want,split,people,many,subgroups,possible,really,drive,home,differences,seriousness,download,waking,app,sam,harris,not,let,cancer,spread,mindfulness,practice"
Mental Health,betterhelp-online-counseling,Great Value,2/21/2022 3:01,Strangeling21,it's like the great value of therapy. my therapist sent me a message and now i am unable to log in to view it. they charged me $65 for an appointment i never even scheduled or had because it won't let me login.,,"therapist, sent, message, unable to, login, view, charged, appointment, never scheduled, not let login",,reliable,,,,FALSE,1,,,20,"like,great,value,therapy,therapist,sent,message,unable,log,view,charged,65,appointment,never,even,scheduled,wo,not,let,login"
Mental Health,headspace-meditation-sleep,LOVE Kessonga!,2/14/2021 3:37,Yeah_carl,"love the addition of kessonga! i really click with his voice and style. would love more of the bed time windowns with him for sure, but also courses!",,,,,,,,FALSE,5,,,15,"love,addition,kessonga,really,click,voice,style,would,love,bed,time,windowns,sure,also,courses"
Mental Health,happy-not-perfect-mind-gym,The prefect blend,8/10/2021 12:59,Pretty little alternative,"the prefect blend of affirmations, breathe work, journaling, meditation and more all in just a few minutes time. now we can all make time for that everyday! love it ","perfect blend, affirmations, breathe work, journaling, meditation, all in few minutes, ",,usable,,,,,FALSE,5,,,13,"prefect,blend,affirmations,breathe,work,journaling,meditation,minutes,time,make,time,everyday,love"
Mental Health,regain-couples-therapy,Easy effective couples therapy,4/27/2022 21:40,hay_tay,my boyfriend and i started on regain to improve our communication and prepare for the obstacles that couples usually run into post marriage. we adore our therapists recommendations and have benefitted a ton from this app.,"imrpove, communication, prepare for, obstacles, adore, therapists recommendations, benefitted",,effective,,,,,FALSE,5,,,18,"boyfriend,started,regain,improve,communication,prepare,obstacles,couples,usually,run,post,marriage,adore,therapists,recommendations,benefitted,ton,app"
Mental Health,insight-timer-meditation-app,Excellent,12/7/2020 7:08,evdrivon,"such a wide array of practices, available for all levels and needs.  whether musical, silent, yogic, meditative, it's all here.  courses stretching several days or individual meditations for daily devotions.","array of practices, available, all here,",,usable,,,,,FALSE,5,,,19,"wide,array,practices,available,levels,needs,whether,musical,silent,yogic,meditative,courses,stretching,several,days,individual,meditations,daily,devotions"
Mental Health,calm-sleep-meditation,More voice variety please,8/31/2021 3:46,VBS81,"this app is so well thought out, so helpful and creative, but i do wish there were a wider variety of voices. for some reason i just cannot vibe with tamara's voice and i wish there were more meditations to choose from by other narrators.","well thought out, helpful, creative, wish, wider variety of voices, not vibe , voice, wish more meditations, choose other narrators",,usable,,,,,FALSE,3,,,17,"app,well,thought,helpful,creative,wish,wider,variety,voices,reason,vibe,tamara,voice,wish,meditations,choose,narrators"
Mental Health,sanvello-anxiety-depression,I cannot believe the impact on my mental health.,3/16/2021 1:10,HeyYallItsKawaiiKun�,"this review is not bot-made, i just am so much better thanks to this app. when i started skipping hygiene, personal health, social health, and only being on screens, i convinced myself to make a change. and the first step was using sanvello. my anxiety is getting so much better, and i've completely engaged in social activities and started dabbling in minimalism for my sake of ocd.
next, the committee section. i have made so many allies and good advice givers here. the report section is top-notch, and i can find people with fellow interests without being afraid of internet bullying, homophobic people, and etc. i seriously don't deserve the kindness here. 
lastly, the shorts. i personally enjoy garden mark, where he talks about plans, moving on, and other things while you see him tending to his plants. it keeps me focused but also calm! 
the only thing i dislike is i'm not able to pay 10$ a month for more lessons. please either lower the price or stop premium! people with mental health issues should have less expensive options! 
overall, mostly fantastic app, and anyone, and i mean anyone, who has stress should get this app.",,"dislike, not able to pay, please, lower price, stop premium, ",effective,affordable,,,,FALSE,5,,,108,"review,bot-made,much,better,thanks,app,started,skipping,hygiene,personal,health,social,health,screens,convinced,make,change,first,step,using,sanvello,anxiety,getting,much,better,completely,engaged,social,activities,started,dabbling,minimalism,sake,ocd,next,committee,section,made,many,allies,good,advice,givers,report,section,top-notch,find,people,fellow,interests,without,afraid,internet,bullying,homophobic,people,etc,seriously,not,deserve,kindness,lastly,shorts,personally,enjoy,garden,mark,talks,plans,moving,things,see,tending,plants,keeps,focused,also,calm,thing,dislike,able,pay,10,month,lessons,please,either,lower,price,stop,premium,people,mental,health,issues,less,expensive,options,overall,mostly,fantastic,app,anyone,mean,anyone,stress,get,app"
Mental Health,headspace-meditation-sleep,AMAZING,4/8/2021 4:50,st.louisblueslover,"i have been using headspace for over a year and a half and i have been amazed. over the past year i have been going through some personal difficulties, but i could always count on headspace. this is because of andy's soothing voice, the amazing variety, the sleep tab, and many more services headspace offers. i have been a bit disappointed on how they have changed the platform. it is a bit harder to navigate and i don't see everything right in front of me. that aside, this app is amazing and definitely worth it. you will fall asleep in minutes, discover new ways you can calm yourself down, and much more! headspace also brings a great sense of community in the wake up, where you get to hear from the community, and the group meditations where you can really feel a sense of community. headspace has done so much for me and i hope it will help you.","soothing voice, variety, discover, ways to calm down, great sense of community, ","disappointed, harder to navigate, not see everything right in front of me, ",effective,usable,,,,FALSE,5,,,71,"using,headspace,year,half,amazed,past,year,going,personal,difficulties,could,always,count,headspace,andy,soothing,voice,amazing,variety,sleep,tab,many,services,headspace,offers,bit,disappointed,changed,platform,bit,harder,navigate,not,see,everything,right,front,aside,app,amazing,definitely,worth,fall,asleep,minutes,discover,new,ways,calm,much,headspace,also,brings,great,sense,community,wake,get,hear,community,group,meditations,really,feel,sense,community,headspace,done,much,hope,help"
Mental Health,youper-therapy-self-care,Used to be Greatnow they want your money,7/12/2021 7:45,Pizzaisawesome,"i used to use this app all the time. it was a tremendous help for me. i used it to calm myself down from anxiety attacks, outbursts from my anger issues, get myself out of depression ruts, and even just for a diary. this was my favorite app. i am beyond devastated to find out that they're charging now. i'm gutted.","calm down, get out of depression, ","devastated, charging now, gutted",effective,affordable,,,,FALSE,1,,,25,"used,use,app,time,tremendous,help,used,calm,anxiety,attacks,outbursts,anger,issues,get,depression,ruts,even,diary,favorite,app,beyond,devastated,find,charging,gutted"
Mental Health,headspace-meditation-sleep,App for the family,2/20/2022 1:41,Jedax2016,"headspace is one of those apps that you comeback to every day. there is a huge selection of guided meditations and general helpful audio/ videos. 
it's great for parents and kids. with the introduction of sesame street characters my kids love to hear the sleep cast every night. most recently short animated videos with the sesame street gang, teaching meditation.","selection, guided meditations, helpful audio/videos, ",,,,,,,FALSE,5,,,37,"headspace,one,apps,comeback,every,day,huge,selection,guided,meditations,general,helpful,audio/,videos,great,parents,kids,introduction,sesame,street,characters,kids,love,hear,sleep,cast,every,night,recently,short,animated,videos,sesame,street,gang,teaching,meditation"
Mental Health,headspace-meditation-sleep,Disappointed,2/27/2022 5:17,Annika_im_that_cool,i've been trying to get the app open to my account for an hour now. i was supposed to be asleep right now and instead i'm dealing with this mess. i opened the app and went to start a sleep mediation just to be greeted with a please sight up. i had to go to the log in and then my password wasn't working so i than had to reset it. just for it to give me a message about how i already have an account with this email and to log in (i was at the log in scream already). i even bought the monthly subscription thing and now i can't even use it. what a waste of my money and time.,,"trying to get, app open, hour, dealing with mess, bought monthly subscription, not use it, waste of money and time",,"reliable, effective",,,,FALSE,1,,,48,"trying,get,app,open,account,hour,supposed,asleep,right,instead,dealing,mess,opened,app,went,start,sleep,mediation,greeted,please,sight,go,log,password,not,working,reset,give,message,already,account,email,log,log,scream,already,even,bought,monthly,subscription,thing,ca,not,even,use,waste,money,time"
Mental Health,simple-habit-sleep-meditation,Premium Options,5/3/2022 2:59,allisfr,"there are things i truly love about this app. however, it seems like years ago more content was free. instead of subscribing to premium, i'd rather have the option to purchase the meditations i want for a dollar or two from the folks i like. there are only a handful of premium ones i want, and it isn't worth the price. also, i don't know if i just can't find it these days, or if it has completely disappeared, but i miss the page with simple five minute meditations listed for different parts of the day for things like bath time.",,"years ago, content, free,handful of premium, not worth price, not find, disapeared, miss page, ",,"usable, effective",,,,FALSE,3,,,53,"things,truly,love,app,however,seems,like,years,ago,content,free,instead,subscribing,premium,rather,option,purchase,meditations,want,dollar,two,folks,like,handful,premium,ones,want,not,worth,price,also,not,know,ca,not,find,days,completely,disappeared,miss,page,simple,five,minute,meditations,listed,different,parts,day,things,like,bath,time"
Mental Health,lumosity-brain-training,What a challenge!!,7/18/2021 0:25,Babsipad,love the games that challenge the mind and keeps you entertained. ,,,,,,,,FALSE,5,,,6,"love,games,challenge,mind,keeps,entertained"
Mental Health,rootd-panic-attack-relief,Best app ever,5/9/2021 19:42,Annmariiee00,this app really helped me when i was in my worst mentally it helped me realize how much just breathing and meditating really helps your day improve and feel good and how it helps you progress love this app rootd is my best friend,"helped, worst mentally, improve, feel good, help progress, ",,effective,,,,,FALSE,5,,,23,"app,really,helped,worst,mentally,helped,realize,much,breathing,meditating,really,helps,day,improve,feel,good,helps,progress,love,app,rootd,best,friend"
Mental Health,betterhelp-online-counseling,Just try it,7/15/2021 20:08,emmjfalc,"might not be for everyone and may take some time to work or find the right councilor, but i think it's been helping my personal growth!","not for everyone, take some time, find right councilor, helping, personal growth",,,,,,,FALSE,4,,,13,"might,everyone,may,take,time,work,find,right,councilor,think,helping,personal,growth"
Mental Health,meditation-studio,One of the best,3/12/2021 16:40,dah-NEES,"i have used meditation studios since 2016. i have tried several others but keep coming back to meditation studios because it is one of the better meditation apps out there. it's the best one you can't go wrong with this particular app.

update: meditation studio app looks dated. meditation is not necessarily about the look but it helps so meditation studio if you update it it will be my go to meditation app. i like the look of calm and how it works so please update your look and i would probably get a subscription.","looks dated, ",,usable,,,,,FALSE,5,,,52,"used,meditation,studios,since,2016.,tried,several,others,keep,coming,back,meditation,studios,one,better,meditation,apps,best,one,ca,not,go,wrong,particular,app,update,meditation,studio,app,looks,dated,meditation,necessarily,look,helps,meditation,studio,update,go,meditation,app,like,look,calm,works,please,update,look,would,probably,get,subscription"
Mental Health,betterhelp-online-counseling,Convenient and worth it,2/16/2022 19:10,Erinkunks,i find it much easier than juggling in-office appointments through traditional counseling. that in itself is a major stress reliever. my therapist is very compassionate and responsive. it's nice to have the live option but also on-demand messaging,"easier than juggling, in-office appointments, stress reliever, therapist, compassionate, responsive, nice to have, live option, on-demand messaging",,"usable, effective, professional counseling",,,,,FALSE,5,,,20,"find,much,easier,juggling,in-office,appointments,traditional,counseling,major,stress,reliever,therapist,compassionate,responsive,nice,live,option,also,on-demand,messaging"
Mental Health,shine-calm-anxiety-stress,You are your home.,1/23/2021 2:42,GuelaG,felt i am important enough to take 8 minutes to reflect!,,,,,,,,FALSE,5,,,7,"felt,important,enough,take,8,minutes,reflect"
Mental Health,meditation-studio,Exceptional,8/15/2021 11:55,*Rocket,"i love this app, it gives me everything i need.",,,,,,,,FALSE,5,,,5,"love,app,gives,everything,need"
Mental Health,betterhelp-online-counseling,Easy to use,5/13/2022 16:21,Nitro Junkie,works as advertised and is extremely easy to navigate. informative and connected.,"works as advertised, easy to navigate, informative, connected",,usable,,,,,FALSE,5,,,7,"works,advertised,extremely,easy,navigate,informative,connected"
Mental Health,moodfit,Love this app!,12/8/2020 15:46,perkinsal12,the reminders are a pleasant break throughout the day and it really gets me to focus on myself. i love the meditations and gratitude journal! i will definitely keep using this app!,"reminders, pleasant break through, get to focus, keep using",,effective,,,,,FALSE,5,,,16,"reminders,pleasant,break,throughout,day,really,gets,focus,love,meditations,gratitude,journal,definitely,keep,using,app"
Mental Health,waking-up-guided-meditation,Powerful,6/7/2021 21:19,childish owl,this app has changed my life for the better. it's hard to put into words how helpful this has been to me.,"changed life for better, ",,effective,,,,,FALSE,5,,,8,"app,changed,life,better,hard,put,words,helpful"
Mental Health,rootd-panic-attack-relief,So far so good.,2/10/2021 19:51,SimpleSoul1,"my mom found rootd for me, because i deal with panic anxiety. i have noticed that understanding the sensations that you feel when having a panic attack can help your mind calm down. i really enjoy how the app gives you all the information on what anxiety is, and how we can try to overcome our fears. i haven't had the app for too long, but i'm hoping that it can be one of the tools to help me overcome anxiety. ","app , gives, information on anxiety, overcome fears, ",,effective,,,,,FALSE,5,,,33,"mom,found,rootd,deal,panic,anxiety,noticed,understanding,sensations,feel,panic,attack,help,mind,calm,really,enjoy,app,gives,information,anxiety,try,overcome,fears,not,app,long,hoping,one,tools,help,overcome,anxiety"
Mental Health,youper-therapy-self-care,Taking advantage of mental illness is wrong!,1/27/2021 20:54,LadyMordsith,"$14.99 a month seriously?! i have post partum depression, anxiety, and panic attacks. trying to force users to pay a to. if money ($400 for life?! are you kidding?) it's sickening. there is little to nothing you can do on this app for free. mental health should be affordable, like $5 for a lifetime.  waste of time. deleting the app after this review.",,"force, users to pay, sickening, little to nothing, do for free, affordable, waste of time, deleting app",,affordable,,,,FALSE,1,,,33,"14.99,month,seriously,post,partum,depression,anxiety,panic,attacks,trying,force,users,pay,money,400,life,kidding,sickening,little,nothing,app,free,mental,health,affordable,like,5,lifetime,waste,time,deleting,app,review"
Mental Health,ibreathe-relax-and-breathe,Thank you,4/5/2022 3:00,#NAME?,this app truly help me,,,,,,,,FALSE,5,,,3,"app,truly,help"
Mental Health,insight-timer-meditation-app,A great tool,6/3/2022 1:46,TheAlmostfortyworkingmom,a great tool for those struggling with keeping a meditation practice.,,,,,,,,FALSE,5,,,6,"great,tool,struggling,keeping,meditation,practice"
Mental Health,insight-timer-meditation-app,All-time best meditation app,1/27/2022 20:52,Bejdicyenosozndyeyna,"i've been using insight timer since it's inception. it is the all-time best meditation app. this charitable program allows everyone the option to meditate. there are millions of tracks and playlists, the meditation timer is a staple, and it is for beginners to advanced meditators alike. they continue to update and upgrade the app, the instructors for the guided meditations and classes are expert and genuine i have zero complaints, only gratitude.","charitable program, allows, option to meditate, continue, update, upgrade, instructors, expert, genuine, zero complaints, gratitude",,"effective, professional counseling",,,,,FALSE,5,,,38,"using,insight,timer,since,inception,all-time,best,meditation,app,charitable,program,allows,everyone,option,meditate,millions,tracks,playlists,meditation,timer,staple,beginners,advanced,meditators,alike,continue,update,upgrade,app,instructors,guided,meditations,classes,expert,genuine,zero,complaints,gratitude"
Mental Health,insight-timer-meditation-app,The last version is a step back,11/22/2021 17:31,Leonardo09,"i am only using the timer for meditation purpose. in my opinion the last version is a step back in that sense. 
the quote requires connection to the internet. if there is an issue with their server, the app doesn't start.
i also find the prompt to entering your mood unnecessary and a further annoyance before you can start the timer.",,"using timer, last version, step back, requires connection to internet, issue server, app not start, prompt to entering mood, unnecessary, annoyance,",,"usable, reliable",,,,FALSE,2,,,28,"using,timer,meditation,purpose,opinion,last,version,step,back,sense,quote,requires,connection,internet,issue,server,app,not,start,also,find,prompt,entering,mood,unnecessary,annoyance,start,timer"
Mental Health,betterhelp-online-counseling,Good good,6/2/2021 15:40,Hdkdkjeoshevjwk138363,i like the dr i talk with. they are helpful.,,,,,,,,FALSE,5,,,4,"like,dr,talk,helpful"
