Domain,Date,Name,Title,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Eg,Talk abt other apps,Other apps reviews talk abt,Remarks,keywords,Rating,Word count,Extracted words (NLTK)
Investing,8/22/2022 23:42,rally-rd-invest-buy-sell,Not really a serious tool,the idea of the platform was initially great. feels like it's become a playground for collectors to load off stuff'. lacks focus and commitment and actualizing investment by selling assets occasionally.,,,,,,,,,,2,19,"idea,platform,initially,great,feels,like,become,playground,collectors,load,stuff,lacks,focus,commitment,actualizing,investment,selling,assets,occasionally"
Investing,3/9/2021 15:39,stash-invest-build-wealth,User friendly,"it's a user friendly app that makes investing easy. but it could be better if they had real time stock prices and trades in real time. trades happen during a trading window that's unknown to users so you could make more or loose more when you sell because you're not selling at a known price. 

my advice would be to use it for non-volatile stocks and maybe a retirement portfolio.","user friendly, investing easy","trades, happened, trading window, unknown to users, make more or loose more, sell, not selling, known price, advice, use , non-volatile stocks",usability,reliability,,,,,,3,36,"user,friendly,app,makes,investing,easy,could,better,real,time,stock,prices,trades,real,time,trades,happen,trading,window,unknown,users,could,make,loose,sell,selling,known,price,advice,would,use,non-volatile,stocks,maybe,retirement,portfolio"
Investing,1/28/2021 14:29,robinhood-investing-for-all,TERRIBLE,"today was the final straw. i log into robinhood and two stocks i am currently trading they label as unable to buy only to sell. these stocks are amc and nokia. the app won't even load other stocks and everything is very glitchy. my point is, the stock market is a free market and now robinhood and other brokerages are deciding on what stocks i can and cannot buy and view to save the big institutions money. it's messed up and i hate to see robinhood go down this path.",,"final straw, log, stocks, unable to buy, only sell, not load, glitchy, stock market, free market, save big institutions, messed up, hard to see",,reliability,,,,,,1,45,"today,final,straw,log,robinhood,two,stocks,currently,trading,label,unable,buy,sell,stocks,amc,nokia,app,wo,not,even,load,stocks,everything,glitchy,point,stock,market,free,market,robinhood,brokerages,deciding,stocks,buy,view,save,big,institutions,money,messed,hate,see,robinhood,go,path"
Investing,12/2/2021 1:23,marketsim,Doesn't work,"downloaded the app and went to search for my first company to buy, amazon nothing came up in the search. tried the next one, nike.. still nothing. tried a 3rd nothing. uninstalled.",,"downloaded, search, buy, nothing came up, uninstalled",,reliability,,,,,,1,22,"downloaded,app,went,search,first,company,buy,amazon,nothing,came,search,tried,next,one,nike,..,still,nothing,tried,3rd,nothing,uninstalled"
Investing,9/7/2021 13:01,webull-investing-trading,Most useful,this is my preferred on the go brokerage app,,,,,,,,,,5,4,"preferred,go,brokerage,app"
Investing,12/2/2020 12:30,td-ameritrade-mobile,Great service,i really enjoy treating with ameritrade i have all the services i need easy to use and great support,"easy to use, great support",,"usability, customer service",,,,,,,5,10,"really,enjoy,treating,ameritrade,services,need,easy,use,great,support"
Investing,9/3/2021 3:43,marketsim,BROKEN! Search function,"great app, but pointless if search function doesn't work.",,"pointless, search, function, not work",,,,,,,,1,7,"great,app,pointless,search,function,not,work"
Investing,2/22/2021 13:33,stash-invest-build-wealth,Great for learning investors,this app is particularly good for investors who are just startingor looking to start investing as a hobby or eventually full-time. i would definitely recommend this app for unexperienced traders and experience traders. unexperienced traders will find this app very educational and experience traders will find the resources provided by this app helpful as well. five out of five if i had to start over would choose this app again.,"good, starting investors, hobby, full time, recommend, unexperienced traders, experience traders, educational, resources, helpful",,usability,,,,,,,5,38,"app,particularly,good,investors,startingor,looking,start,investing,hobby,eventually,full-time,would,definitely,recommend,app,unexperienced,traders,experience,traders,unexperienced,traders,find,app,educational,experience,traders,find,resources,provided,app,helpful,well,five,five,start,would,choose,app"
Investing,4/20/2021 1:30,bitmart-buy-bitcoin-crypto,SCAM.. Don't Do It To Yourself,"long story short, they took my btc and will not allow me to withdraw. customer service straight up curves me. just don't do it.",,"took, btc, not allow, withdraw, customer service, curves, not do it",,"reliability, customer service",,,,,,1,12,"long,story,short,took,btc,allow,withdraw,customer,service,straight,curves,not"
Investing,10/24/2021 3:33,robinhood-investing-for-all,Temporary blocks during hikes,"i'm fairly new to investing and the only problem i had was no wallets and this is why i stopped purchasing from robinhood. i'm currently on the waitlist and very excited. as the wallets are released i will move my reoccurring payments to robinhood. also, please list shiba inu. thank you for your time.",,,,,,,,,,4,24,"fairly,new,investing,problem,wallets,stopped,purchasing,robinhood,currently,waitlist,excited,wallets,released,move,reoccurring,payments,robinhood,also,please,list,shiba,inu,thank,time"
Investing,3/3/2022 17:25,ibkr-mobile-invest-worldwide,Real time data corrupted every day,"on a daily basis, real time volume and price data  irrespective of bar size  is corrupted. the bars are not the right sizes, and volume is off. the chart itself has unevenly spaced vertical grid lines. it makes it basically impossible to use to evaluate live market conditions. this has been an issue for months now. i was waiting to see if they would fix this, but it hasn't gotten better. this is not an issue on the desktop tws.",,"daily basis, real time volume, price data, corrupted, bars, not right sizes, volume off, chart, unevenly spaced, vertical grid lines, impossible to use, evaluate, live market conditions, issue, months, waiting, fix, not gotten better, not issue on desktop",,"usability, reliability",,,,,,1,41,"daily,basis,real,time,volume,price,data,irrespective,bar,size,corrupted,bars,right,sizes,volume,chart,unevenly,spaced,vertical,grid,lines,makes,basically,impossible,use,evaluate,live,market,conditions,issue,months,waiting,see,would,fix,not,gotten,better,issue,desktop,tws"
Investing,4/26/2021 22:42,power-e-trade-advanced-trading,Great update from standard app with a few steps back,"overall pretty good update. however, i really prefer how the standard updates the price in after hours without having to use another separate tab for that. on a phone there is limited space. can we get back that functionality?
also, having the options mixed in with the stock is not ideal. when i log in, i want to be able to quickly focus on my options. the standard app does that better.",,,,,,,,,,3,36,"overall,pretty,good,update,however,really,prefer,standard,updates,price,hours,without,use,another,separate,tab,phone,limited,space,get,back,functionality,also,options,mixed,stock,ideal,log,want,able,quickly,focus,options,standard,app,better"
Investing,9/9/2021 22:46,public-com-stocks-crypto,Business man,excited to get going. the start up process is extremely easy. let's go!,,,,,,,,,,5,9,"excited,get,going,start,process,extremely,easy,let,go"
Investing,2/23/2021 21:26,e-trade-invest-trade-save,Slow deposits and transfers,a week to have my funds available. 6 days after wire transfer initiated and removed from my bank and the $$ still not available. seriously?,,"week, funds, available, wire transfer, initiated, removed, bank, not available, seriously",,reliability,,,,,,1,13,"week,funds,available,6,days,wire,transfer,initiated,removed,bank,still,available,seriously"
Investing,3/2/2022 23:23,power-e-trade-advanced-trading,Best user interface,"it has best user interface for complex options execution.

suggestion
1. please add more financial data such as price / book , price/sales, balance sheet , other key ratios like interactive brokers

2. please allow sell  short feature on stocks 
3. option value tracking
4. more customization","user interface, complex options execution",,usability,,,,,,,5,35,"best,user,interface,complex,options,execution,suggestion,1.,please,add,financial,data,price,book,price/sales,balance,sheet,key,ratios,like,interactive,brokers,2.,please,allow,sell,short,feature,stocks,3.,option,value,tracking,4.,customization"
Investing,1/28/2021 23:28,robinhood-investing-for-all,Potential illegal moves,"great platform for beginners, don't get me wrong. 
however, completely prohibiting buys of stocks really messed up a lot of portfolios and is a str8 up market manipulation. they should be getting sued for this. the reason is understandable - melvin holding 40%, but doesn't justify limiting buys on stocks. 
do not recommend this app whatsoever, during the greatest opportunities, they have the control over how much money you make. 
i'd suggest using a non-us broker.",,"prohibiting, buys of stocks, messed up, portfolios, market manipulation, sued, reason, understandable, not justify, limiting buys, not recommend, greatest opportunities, control over, money make",,"fradulent activity, accessibility",,,,,,1,43,"great,platform,beginners,not,get,wrong,however,completely,prohibiting,buys,stocks,really,messed,lot,portfolios,str8,market,manipulation,getting,sued,reason,understandable,melvin,holding,40,not,justify,limiting,buys,stocks,recommend,app,whatsoever,greatest,opportunities,control,much,money,make,suggest,using,non-us,broker"
Investing,4/11/2022 16:20,blockfi-buy-and-trade-crypto,US government made this a terrible service,"after getting sued and not being able to give customers in the us interest on crypto that we allow the company to lend out at 10%, i have to break up with blockfi.  blockfi makes it hard to understand that you're not actively getting interest anymore either.  the interest rates are on a complicated rewards schedule.  essentially, if you have any crypto on here at all, you won't make interest.  if you're in the us, you make nada.",,"hard to understand, interest rates, complicated, rewards schedule, crypto, not make interest, make nada",,"usability, profitability",,,,,,2,37,"getting,sued,able,give,customers,us,interest,crypto,allow,company,lend,10,break,blockfi,blockfi,makes,hard,understand,actively,getting,interest,anymore,either,interest,rates,complicated,rewards,schedule,essentially,crypto,wo,not,make,interest,us,make,nada"
Investing,12/28/2020 20:26,ibkr-mobile-invest-worldwide,They should fire the developers,this app is literally down 9 out of 10 days and very buggy on rare days it decides to work. finally moved my account to a real broker company. a team of blind monkeys could write a better app than this company.,,buggy,,reliability,,,,,,1,24,"app,literally,9,10,days,buggy,rare,days,decides,work,finally,moved,account,real,broker,company,team,blind,monkeys,could,write,better,app,company"
Investing,6/9/2022 7:40,stash-invest-build-wealth,Great Took To Learn Investing,"until recently , i was not able to find a platform that gave a novice, like myself, the ability to navigate and invest with a clear understanding.","ability to navigate, invest, clear understanding",,usability,,,,,,,5,12,"recently,able,find,platform,gave,novice,like,ability,navigate,invest,clear,understanding"
Investing,6/24/2021 1:13,stash-invest-build-wealth,Scam,i've only had my account for a few days and the moment they took my money they randomly locked my account. scammers,,"took money, randomly locked, account, scammers",,fradulent activity,,,,,,1,9,"account,days,moment,took,money,randomly,locked,account,scammers"
Investing,12/1/2020 0:24,titan-long-term-investing,Great investment app,"great app for all levels of investors - i self direct most of my retirement savings and other investments, but over time have added more and more the the titan account as they continue to outperform the market!",,,,,,,,,,5,16,"great,app,levels,investors,self,direct,retirement,savings,investments,time,added,titan,account,continue,outperform,market"
Investing,12/7/2020 17:31,stash-invest-build-wealth,Worth the investment,"i'm still learning the stocks but overall i think it's a pretty good app. easy to use and updates pretty quick too. i just wish there was some sort of tutorial to understand how it all operates lol.

i would personally recommend everyone get involved in stocks to some degree. helps the economy, and can help your wallet","easy to use, updates, quick, wish, tutorial, recommend, help economy, help wallet",,usability,,,,,,,4,31,"still,learning,stocks,overall,think,pretty,good,app,easy,use,updates,pretty,quick,wish,sort,tutorial,understand,operates,lol,would,personally,recommend,everyone,get,involved,stocks,degree,helps,economy,help,wallet"
Investing,6/4/2021 10:18,robinhood-investing-for-all,Great app,i have been looking for something like this for a long time. this app is user friendly and the information regarding each stock is relevant.,"user friendly, information, relevant",,usability,,,,,,,5,12,"looking,something,like,long,time,app,user,friendly,information,regarding,stock,relevant"
Investing,10/9/2021 11:34,bitmart-buy-bitcoin-crypto,Fees,fees are too much they took almost half of my few millions coins as a fees,,"fees, too much, took, million coins",,affordable,,,,,,1,8,"fees,much,took,almost,half,millions,coins,fees"
Investing,4/26/2022 19:08,td-ameritrade-mobile,Excellent App,love using the app,,,,,,,,,,5,3,"love,using,app"
Investing,10/20/2021 9:29,stash-invest-build-wealth,Direct deposit,"i usually get my paycheck a day earlier than our scheduled pay day; however, my last two pay periods for this hasn't happened. what gives? if i'm just going to get paid on my normal payday, i can just do direct deposit with my regular bank!",,,,,,,,,,3,25,"usually,get,paycheck,day,earlier,scheduled,pay,day,however,last,two,pay,periods,not,happened,gives,going,get,paid,normal,payday,direct,deposit,regular,bank"
Investing,4/7/2022 12:46,stocktwits,Used to be a great app,"now it's nothing but news feed and advertising. they want me to pay 8 dollars a month. screw this app. suppression and censored. i also believe their is collusion for amc and gme. everywhere my watch list got deleted only for those two apps. it's ridiculous!! go to twitter, it's a more reliable news source anyway!!",,"nothing, news feed, advertising, want to pay, dollars, screw, suppression, censored, collusion, watch list, deleted, ridiculous, twitter, reliable news",,"usability, reliability",,,,,,1,32,"nothing,news,feed,advertising,want,pay,8,dollars,month,screw,app,suppression,censored,also,believe,collusion,amc,gme,everywhere,watch,list,got,deleted,two,apps,ridiculous,go,twitter,reliable,news,source,anyway"
Investing,12/20/2021 7:06,gemini-buy-bitcoin-crypto,Excellent & Simple,this is the most user friendly and transparent custodial crypto exchange that i am using. no complaints yet.,"user friendly, transparent, custodial, crypto exchange, no complaints",,"usability, reliability",,,,,,,5,9,"user,friendly,transparent,custodial,crypto,exchange,using,complaints,yet"
Investing,1/30/2021 16:29,robinhood-investing-for-all,Fraud,"they cancelled my order with a message that said you've cancelled your order of gme. i certainly didn't and i've been using the app for over a year so i would know if i did or didn't. clear, unprecedented fraud and a shill for the hedge funds. there are a few much more reliable trading apps. i'll be pulling my cash out and leaving.",,"canceled, order, message, clear, unprecendented, fraud, shill, hedge funds, reliable, trading apps, pulling, cash out, leaving",,"reliability, fradulent activity",,,,,,1,28,"cancelled,order,message,said,cancelled,order,gme,certainly,not,using,app,year,would,know,not,clear,unprecedented,fraud,shill,hedge,funds,much,reliable,trading,apps,pulling,cash,leaving"
Investing,10/1/2021 3:56,fidelity-investments,Great app,"very functional, full of features, whatever you need to do is doable and all right there in your hand","functional, full of features, doable",,reliability,,,,,,,5,8,"functional,full,features,whatever,need,doable,right,hand"
Investing,5/12/2021 1:20,robinhood-investing-for-all,Great Service,robinhood is the only application i invest through and it has been nothing short of amazing! thank you for being awesome and having such a user friendly interface!,"user friendly, interface",,usability,,,,,,,5,11,"robinhood,application,invest,nothing,short,amazing,thank,awesome,user,friendly,interface"
Investing,11/2/2021 13:08,vanguard,Horrible Update.  Shame on you Vanguard.,"not cool, vanguard.   

529 plans and 403b's aren't available in the app at this time. you'll need to visit vanguard.com to make a transaction or view your account details.",,"not cool, plans, not available, need to visit, make transaction, view account details",,accessibility,,,,,,1,17,"cool,vanguard,529,plans,403b,not,available,app,time,need,visit,vanguard.com,make,transaction,view,account,details"
Investing,1/13/2022 15:47,stash-invest-build-wealth,Good for getting satrted,great way to get started with investing. remember i said a way to get started. this app may not help you retire a millionaire but it will get you on the right track.,,,,,,,,,,4,18,"great,way,get,started,investing,remember,said,way,get,started,app,may,help,retire,millionaire,get,right,track"
Investing,1/28/2021 19:15,robinhood-investing-for-all,opposite of robinhood,take from the poor and give to the rich! if you want an app that caters to wall street and the wealthy download this app. also if you want an app that has limited capability and will prevent you from buying and trading at will get this one,,"take from poor, give to rich, caters to wall street, limited capability, prevent, buying, trading",,"reliability, fradulent activity",,,,,,3,22,"take,poor,give,rich,want,app,caters,wall,street,wealthy,download,app,also,want,app,limited,capability,prevent,buying,trading,get,one"
Investing,7/13/2021 17:02,stash-invest-build-wealth,Fake,"pretty sure most of the reviews are fake, they will find the most inconvenient times for trading windows, and it will be completely different from the price you purchased at, for example i bought a stock for $5.67 at the time, and overnight it supposedly went up to $7.37 and they purchased it with my money there making it very inconvenient, although i studied this stock and it hasn't been to $7.37 in over a year including the time they bought it, so my theory is that they lied and said it was more expensive and took the money for themselves",,"pretty sure, reviews, fake, find, inconvenient times, trading windows, different price, theory, lied, expensive, took money",,"reliability, fradulent activity",,,,,,1,41,"pretty,sure,reviews,fake,find,inconvenient,times,trading,windows,completely,different,price,purchased,example,bought,stock,5.67,time,overnight,supposedly,went,7.37,purchased,money,making,inconvenient,although,studied,stock,not,7.37,year,including,time,bought,theory,lied,said,expensive,took,money"
Investing,5/26/2022 17:32,vanguard,Vanguard must utilize true climate targets,"i'm incredibly frustrated and sad because of vanguard's new net zero goals. climate change is real, is happening, and vanguard needs to choose to invest in products that have little to no carbon footprint. investing in fossil fuels just perpetuates the problem and kicks the can down the road for our children and grandchildren to deal with. please do the right thing by our only home-planet earth.",,"frustrated, sad, net zero goals, climate change, real, happening, invest, products, no carbon footprint, fossil fuels, perpetuates, problem, home-planet earth",,environmental safety,1,,,,,1,35,"incredibly,frustrated,sad,vanguard,new,net,zero,goals,climate,change,real,happening,vanguard,needs,choose,invest,products,little,carbon,footprint,investing,fossil,fuels,perpetuates,problem,kicks,road,children,grandchildren,deal,please,right,thing,home-planet,earth"
Investing,10/31/2021 2:22,personal-capital-investing,The best!!,this app has changed my financial picture. my net worth is growing at breakneck pace!,"changed, financial picture, net worth, growing, breakneck pace",,profitability,,,,,,,5,9,"app,changed,financial,picture,net,worth,growing,breakneck,pace"
Investing,8/5/2021 14:33,acorns-invest-spare-change,Not exactly thrilled with Acorns,"so i joined acorns last month, what i do like is the convenience of it all. as i have come to find though, there are more things i dislike then like about acorns then i like. the consistent advertising to spend your money is annoying, i'm trying to invest not spend more. also with promotions, i signed up for two of which things i did already need and followed instructions for the two and only received one of promotional amounts . with the acorns early, they charge $5 a month which can really add up. there are other investments for children that do not have these kinda fees.",,"like, convenience, dislike, consistent advertising, spend money, annoying, promotions, signed up, followed instructions, received, one of, promotional amounts, charge, addup",,"profitability, reliability",,,,,,3,47,"joined,acorns,last,month,like,convenience,come,find,though,things,dislike,like,acorns,like,consistent,advertising,spend,money,annoying,trying,invest,spend,also,promotions,signed,two,things,already,need,followed,instructions,two,received,one,promotional,amounts,acorns,early,charge,5,month,really,add,investments,children,kinda,fees"
Investing,3/8/2021 0:39,blockfi-buy-and-trade-crypto,Fix login,"great company, but you gotta fix your auth layer in the app. i should not have to login every single time i use the app. i am sure your team is capable, but if not i can help. it's gotta be killing your metrics at least designate your sites password field as that, so safari can at least let me auto fill. i have to switch in and out of blockfi and 1password just to use the app each time. i really like your company but you gotta fix this.",,"fix, auth layer, login, every single time, use, app",,reliability,,,,,,3,44,"great,company,got,ta,fix,auth,layer,app,login,every,single,time,use,app,sure,team,capable,help,got,ta,killing,metrics,least,designate,sites,password,field,safari,least,let,auto,fill,switch,blockfi,1password,use,app,time,really,like,company,got,ta,fix"
Investing,7/23/2021 15:19,webull-investing-trading,newest update is messed up !,"today i just updated and my account ticker was off by 3,000$ !!!
it's very upsetting i sent a message to them and waiting for a response!",,"updated, account, ticker off by, upsetting, sent message, waiting, response",,reliability,,,,,,5,10,"today,updated,account,ticker,3,000,upsetting,sent,message,waiting,response"
Investing,11/5/2021 12:59,wealthfront-save-and-invest,Great app,app makes it easy. i wish this had been around 20 years ago!,,,,,,,,,,5,8,"app,makes,easy,wish,around,20,years,ago"
Investing,3/26/2021 12:39,thinkorswim-trade-invest,Terrible interface,"one of the worst interfaces i've ever used. constant glitches, p&l never correct, etc",,"worst interface, constant, glitches, never correct",,"usability, reliability",,,,,,4,12,"one,worst,interfaces,ever,used,constant,glitches,p,l,never,correct,etc"
Investing,1/28/2021 18:17,robinhood-investing-for-all,"Started good, now not so sure","it's been good to learn from.
now since they restricted what you can and can't buy in their platform for the first time (game stop) it has me wondering why they've done that and moreover for who's best interest. i believe they said it was to protect retail investors, but that sounds fishy. we know the risks we take. we are not children. now, i'm considering transferring my funds out.",good to learn,"restrict, not buy, platform, first time, wondering, said, protect retail, sounds, fishy, considering, transfering funds",,"reliability, fradulent activity",,,,,,1,31,"good,learn,since,restricted,ca,not,buy,platform,first,time,game,stop,wondering,done,moreover,best,interest,believe,said,protect,retail,investors,sounds,fishy,know,risks,take,children,considering,transferring,funds"
Investing,1/6/2021 18:00,robinhood-investing-for-all,Robinhood,"i have another investing app and based on comparison i can definitely say robinhood has a very user friendly interface. i have personally had good success in my investing endeavors and that is in response to robinhood's easy-to-read and understand snacks as they call them. they give all kinds of good tid bits of info based on current market conditions, they have good incentives for inviting friends, and many tools to make investing easier for anyone.","user friendly, interface, good success, investing endeavors, easy-to-read, understand, snacks, give, all kinds, tidbits, info, market conditions, good incentives, inviting friend, tools, investing easier",,"usability, profitability",,,,,,,5,42,"another,investing,app,based,comparison,definitely,say,robinhood,user,friendly,interface,personally,good,success,investing,endeavors,response,robinhood,easy-to-read,understand,snacks,call,give,kinds,good,tid,bits,info,based,current,market,conditions,good,incentives,inviting,friends,many,tools,make,investing,easier,anyone"
Investing,1/23/2021 23:14,blockfi-buy-and-trade-crypto,Bad app,ui needs improvement - better apps around like voyager which also provides interest on holdings - skip this one,,,,,,1,,,,1,14,"ui,needs,improvement,better,apps,around,like,voyager,also,provides,interest,holdings,skip,one"
Investing,1/30/2021 0:19,robinhood-investing-for-all,Market Manipulation,"definitely not the free market they advertised as being. stay far away from robinhood, they like to control what you can and cannot buy. ironic how it's robinhood, when it's actually robbing the hood. don't ever let anyone tell you what you can or can't do, what you can't or can't buy. keep that freedom. don't let robinhood take that away from you.",,"definitely, not free market, advertised, stay far away, like to control",,fradulent activity,,,,,,1,35,"definitely,free,market,advertised,stay,far,away,robinhood,like,control,buy,ironic,robinhood,actually,robbing,hood,not,ever,let,anyone,tell,ca,not,ca,not,ca,not,buy,keep,freedom,not,let,robinhood,take,away"
Investing,1/30/2021 16:51,robinhood-investing-for-all,DONT DELETE MY REVIEW,"this controlling app doesn't even leave reviews up now!? goes to show how fast these new companies can switch up and backstab their customers.. first they don't allow us to buy many stocks because we(retail investor), are too dumb to make our own decisions in the eyes of robinhood. and now tons of reviews are getting deleted? this app does not stand by any democratic or american values and will sell you out to the big, struggling, hedge fund managers in an instant and without warning. i recommend td ameritrade as a broker. the user interface is a bit harder to get used to but they are reliable, safe, have good customer service and most importantly, allow you to make your own financial decisions/investments.",,"controlling app, not leave, reviews, show, switch up, backstab, customers, not allow, buy, stocks, dumb, reviews, deleted, sell out, without warning",,"reliability, fradulent activity",,1,,,,1,67,"controlling,app,not,even,leave,reviews,goes,show,fast,new,companies,switch,backstab,customers,..,first,not,allow,us,buy,many,stocks,retail,investor,dumb,make,decisions,eyes,robinhood,tons,reviews,getting,deleted,app,stand,democratic,american,values,sell,big,struggling,hedge,fund,managers,instant,without,warning,recommend,td,ameritrade,broker,user,interface,bit,harder,get,used,reliable,safe,good,customer,service,importantly,allow,make,financial,decisions/investments"
Investing,1/7/2022 17:28,vanguard,Bad upgrade,"now with the upgrade, how can i find the contributions histories! the menu is gone",,"upgrade, find, contributions histories, menu, gone",,reliability,,,,,,1,6,"upgrade,find,contributions,histories,menu,gone"
Investing,1/29/2021 6:44,robinhood-investing-for-all,"Costly malfunctions, trade blocking","i wanted to love this app but i've lost sizeable fortunes when the app malfunctions. 

there's also no excuse for blocking free trade of stock because of social networking posts. it's our money to buy and sell securities as we see fit in a free market country, yet robinhood has become drunk with power and actively interferes with trading stock of activity becomes popular or newsworthy. shameful, disgraceful, and irresponsible management makes decisions reflective of this mindset.",,"lost, sizable fortunes, malfunctions, no excuse, blocking, free trades, sell securities, drunk with power, interferes, shameful, disgraceful, irresponsible",,"reliability, fradulent activity",,,,,,1,47,"wanted,love,app,lost,sizeable,fortunes,app,malfunctions,also,excuse,blocking,free,trade,stock,social,networking,posts,money,buy,sell,securities,see,fit,free,market,country,yet,robinhood,become,drunk,power,actively,interferes,trading,stock,activity,becomes,popular,newsworthy,shameful,disgraceful,irresponsible,management,makes,decisions,reflective,mindset"
Investing,5/24/2021 1:00,e-trade-invest-trade-save,Thank you E*TRADE,e*trade is the best way to learn about stocks,,,,,,,,,,5,6,"e,trade,best,way,learn,stocks"
Investing,1/29/2021 2:17,robinhood-investing-for-all,Blocked ability to buy,"rh blocked my ability to buy certain stocks this morning but thankfully i was able to purchase them via a different investment app. after seeing the news, i found it was because of the market manipulation scandal that has blown up over the past couple of days. shame on you robinhood! how ironic that you've chosen to hurt the little man so you can help benefit the wealthy. i will delete this app and my account after transferring my funds to another bank. your actions are truly sickening.",,"block, ability to, buy, stocks, market manipulation, scandal, blown up, shame on you, ironic, hurt little man, benefit wealthy, delete app, transferring funds, another bank, actions sickening",,"reliability, fradulent activity",,,,,,1,44,"rh,blocked,ability,buy,certain,stocks,morning,thankfully,able,purchase,via,different,investment,app,seeing,news,found,market,manipulation,scandal,blown,past,couple,days,shame,robinhood,ironic,chosen,hurt,little,man,help,benefit,wealthy,delete,app,account,transferring,funds,another,bank,actions,truly,sickening"
Investing,1/5/2021 23:05,robinhood-investing-for-all,Best investing app especially for phones,"robinhood changed the game with offering free trades across the board forcing other companies to get on board with it. i was always too intimidated by all the hidden fees and risks of investing. i made about $1300 since starting in august and it has given me an optimism of the future and the power of my money. especially in a time when savings accounts are only offering .1-.3% back on your money. there are many resources online to help you learn about the market, and i suggest to start out slow. 

robinhood's slick and user friendly interface is easy to use and learn and makes investing fun. anytime i have had an issue their customer service has been very helpful and timely in helping via email. it has really given millennials especially the tools to succeed and have financial fitness. i'm excited to keep using robinhood, and i really appreciate the opportunity to participate in the greatest stock market in the world with no fees. and i am especially grateful for the newfound skills i've cultivated and the perspective it has given me on investing and how i think about the world. 

thanks robinhood!","changed, game, offering, free trades, forcing, get on board, intimidated, hidden fees, risks of investing, optimisim, power of money, resources online, help, learn market, suggest, startout slow, slick, user friendly, interface, easy to use, learn, investing fun, issue, customer service,helpful, timely, helping, via email, tools to succeed, financial fitness, appreciate, no fees, newfound skills, cultivated, perspective",,"usability, profitability, customer service",,,,,,,4,98,"robinhood,changed,game,offering,free,trades,across,board,forcing,companies,get,board,always,intimidated,hidden,fees,risks,investing,made,1300,since,starting,august,given,optimism,future,power,money,especially,time,savings,accounts,offering,.1-.3,back,money,many,resources,online,help,learn,market,suggest,start,slow,robinhood,slick,user,friendly,interface,easy,use,learn,makes,investing,fun,anytime,issue,customer,service,helpful,timely,helping,via,email,really,given,millennials,especially,tools,succeed,financial,fitness,excited,keep,using,robinhood,really,appreciate,opportunity,participate,greatest,stock,market,world,fees,especially,grateful,newfound,skills,cultivated,perspective,given,investing,think,world,thanks,robinhood"
Investing,2/9/2022 19:01,robinhood-investing-for-all,Way of the future,an fdic banking account were you can earn interest. the ability to invest money in the stock market without fees. the ability to buy cryptocurrency. hopefully wallets come soon! this app is out of the future!,"earn interest, ability to , invest, without fees, buy, cryptocurrency",,"profitability, usability",,,,,,,5,21,"fdic,banking,account,earn,interest,ability,invest,money,stock,market,without,fees,ability,buy,cryptocurrency,hopefully,wallets,come,soon,app,future"
Investing,2/19/2021 14:03,stash-invest-build-wealth,Garbage,takes forever to transfer money out. avoid this app like the plague.,,"takes forever, transfer, money out, avoid, app, plague",,,,,,,,1,8,"takes,forever,transfer,money,avoid,app,like,plague"
Investing,8/26/2022 4:51,fidelity-spire-save-invest,Kind of lame,the idea is great but nothing is well thought through. i don't get why it put a three-year limit on saving for home etc. it's just really odd.,,"nothing, well thought, not get, three year, limit, odd",,,,,,,,1,15,"idea,great,nothing,well,thought,not,get,put,three-year,limit,saving,home,etc,really,odd"
Investing,2/11/2021 13:04,robinhood-investing-for-all,Needs lots of work!,"user interface is good, but customer service is absolutely terrible.  can't reach out for support through email, phone, or even twitter.  it's sad when twitter is the best source for customer support and even then it takes 5-6 days to get a reply back.  for a company that says they want to help smaller investors they have no clue what they are doing.",user interface,"customer service, terrible, not reach out, support, through email, phone, twitter, takes days, get reply back, says, want to help, smaller investors, no clue",usability,customer service,,,,,,1,35,"user,interface,good,customer,service,absolutely,terrible,ca,not,reach,support,email,phone,even,twitter,sad,twitter,best,source,customer,support,even,takes,5-6,days,get,reply,back,company,says,want,help,smaller,investors,clue"
Investing,1/29/2021 23:13,robinhood-investing-for-all,Sad to see,this used to be one of the greatest trading apps on the appstore. all they had to do what sit back and watch everything happen. it's not like anything was illegal. the rich have been doing it for years. now all of a sudden when the middle class and poor do it. they shut it down. this is embarrassing and just sad to see. always helping the rich and richer and the poor stay poor. unbelievable,,helping rich,,fradulent activity,,,,,,1,32,"used,one,greatest,trading,apps,appstore,sit,back,watch,everything,happen,like,anything,illegal,rich,years,sudden,middle,class,poor,shut,embarrassing,sad,see,always,helping,rich,richer,poor,stay,poor,unbelievable"
Investing,9/2/2021 18:07,personal-capital-investing,Issues fixed,"lots of issues, but they get fixed.

please integrate with kbb for auto updates car asset value

there are issues linking to accounts all the time. the app tells you to just wait for support to get to it. an address doesn't support a leading zero in a zip code. please fix that. there are many zip codes that start in zero and the form simply removes it when you press done",,"issues, get gixed, wait for support",,reliability,,,,,,5,40,"lots,issues,get,fixed,please,integrate,kbb,auto,updates,car,asset,value,issues,linking,accounts,time,app,tells,wait,support,get,address,not,support,leading,zero,zip,code,please,fix,many,zip,codes,start,zero,form,simply,removes,press,done"
